,ped_number,PED_Name,Dimension,File,DimensionID,Value,GNR
354936,43,Edmonton-South West,Secondary (high) school diploma or equivalency certificate,2,1815,"5,525.00",2.7%
354937,43,Edmonton-South West,"Postsecondary certificate, diploma or degree",2,1816,"20,900.00",2.7%
354938,43,Edmonton-South West,Apprenticeship or trades certificate or diploma,2,1817,"2,160.00",2.7%
354939,43,Edmonton-South West,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,570.00,2.7%
354940,43,Edmonton-South West,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"1,590.00",2.7%
354941,43,Edmonton-South West,"College, CEGEP or other non-university certificate or diploma",2,1820,"6,060.00",2.7%
354942,43,Edmonton-South West,University certificate or diploma below bachelor level,2,1821,"1,285.00",2.7%
354943,43,Edmonton-South West,"University certificate, diploma or degree at bachelor level or above",2,1822,"11,395.00",2.7%
354944,43,Edmonton-South West,Bachelor's degree,2,1823,"8,100.00",2.7%
354945,43,Edmonton-South West,University certificate or diploma above bachelor level,2,1824,565.00,2.7%
354946,43,Edmonton-South West,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,375.00,2.7%
354947,43,Edmonton-South West,Master's degree,2,1826,"1,995.00",2.7%
363104,44,Edmonton-Strathcona,"No certificate, diploma or degree",2,1814,"1,355.00",4.7%
363105,44,Edmonton-Strathcona,Secondary (high) school diploma or equivalency certificate,2,1815,"5,050.00",4.7%
363106,44,Edmonton-Strathcona,"Postsecondary certificate, diploma or degree",2,1816,"22,220.00",4.7%
363107,44,Edmonton-Strathcona,Apprenticeship or trades certificate or diploma,2,1817,"2,015.00",4.7%
363108,44,Edmonton-Strathcona,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,610.00,4.7%
363109,44,Edmonton-Strathcona,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"1,395.00",4.7%
363110,44,Edmonton-Strathcona,"College, CEGEP or other non-university certificate or diploma",2,1820,"4,565.00",4.7%
363111,44,Edmonton-Strathcona,University certificate or diploma below bachelor level,2,1821,915.00,4.7%
363112,44,Edmonton-Strathcona,"University certificate, diploma or degree at bachelor level or above",2,1822,"14,730.00",4.7%
363113,44,Edmonton-Strathcona,Bachelor's degree,2,1823,"8,305.00",4.7%
363114,44,Edmonton-Strathcona,University certificate or diploma above bachelor level,2,1824,530.00,4.7%
363115,44,Edmonton-Strathcona,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,640.00,4.7%
363116,44,Edmonton-Strathcona,Master's degree,2,1826,"4,035.00",4.7%
371273,45,Edmonton-West Henday,"No certificate, diploma or degree",2,1814,"2,615.00",4.3%
371274,45,Edmonton-West Henday,Secondary (high) school diploma or equivalency certificate,2,1815,"6,205.00",4.3%
371275,45,Edmonton-West Henday,"Postsecondary certificate, diploma or degree",2,1816,"15,630.00",4.3%
371276,45,Edmonton-West Henday,Apprenticeship or trades certificate or diploma,2,1817,"2,660.00",4.3%
371277,45,Edmonton-West Henday,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,725.00,4.3%
371278,45,Edmonton-West Henday,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"1,935.00",4.3%
371279,45,Edmonton-West Henday,"College, CEGEP or other non-university certificate or diploma",2,1820,"5,670.00",4.3%
371280,45,Edmonton-West Henday,University certificate or diploma below bachelor level,2,1821,"1,070.00",4.3%
371281,45,Edmonton-West Henday,"University certificate, diploma or degree at bachelor level or above",2,1822,"6,225.00",4.3%
371282,45,Edmonton-West Henday,Bachelor's degree,2,1823,"4,705.00",4.3%
371283,45,Edmonton-West Henday,University certificate or diploma above bachelor level,2,1824,350.00,4.3%
371284,45,Edmonton-West Henday,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,200.00,4.3%
371285,45,Edmonton-West Henday,Master's degree,2,1826,840.00,4.3%
379442,46,Edmonton-Whitemud,"No certificate, diploma or degree",2,1814,810.00,3.4%
379443,46,Edmonton-Whitemud,Secondary (high) school diploma or equivalency certificate,2,1815,"3,875.00",3.4%
379444,46,Edmonton-Whitemud,"Postsecondary certificate, diploma or degree",2,1816,"20,635.00",3.4%
379445,46,Edmonton-Whitemud,Apprenticeship or trades certificate or diploma,2,1817,"1,400.00",3.4%
379446,46,Edmonton-Whitemud,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,400.00,3.4%
379447,46,Edmonton-Whitemud,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"1,000.00",3.4%
379448,46,Edmonton-Whitemud,"College, CEGEP or other non-university certificate or diploma",2,1820,"4,750.00",3.4%
379449,46,Edmonton-Whitemud,University certificate or diploma below bachelor level,2,1821,"1,060.00",3.4%
379450,46,Edmonton-Whitemud,"University certificate, diploma or degree at bachelor level or above",2,1822,"13,420.00",3.4%
379451,46,Edmonton-Whitemud,Bachelor's degree,2,1823,"8,140.00",3.4%
379452,46,Edmonton-Whitemud,University certificate or diploma above bachelor level,2,1824,575.00,3.4%
379453,46,Edmonton-Whitemud,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,815.00,3.4%
379454,46,Edmonton-Whitemud,Master's degree,2,1826,"2,910.00",3.4%
387611,47,Airdrie-Cochrane,"No certificate, diploma or degree",2,1814,"1,595.00",3.4%
387612,47,Airdrie-Cochrane,Secondary (high) school diploma or equivalency certificate,2,1815,"6,365.00",3.4%
387613,47,Airdrie-Cochrane,"Postsecondary certificate, diploma or degree",2,1816,"20,640.00",3.4%
387614,47,Airdrie-Cochrane,Apprenticeship or trades certificate or diploma,2,1817,"3,030.00",3.4%
387615,47,Airdrie-Cochrane,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,930.00,3.4%
387616,47,Airdrie-Cochrane,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,095.00",3.4%
387617,47,Airdrie-Cochrane,"College, CEGEP or other non-university certificate or diploma",2,1820,"7,830.00",3.4%
387618,47,Airdrie-Cochrane,University certificate or diploma below bachelor level,2,1821,940.00,3.4%
387619,47,Airdrie-Cochrane,"University certificate, diploma or degree at bachelor level or above",2,1822,"8,845.00",3.4%
387620,47,Airdrie-Cochrane,Bachelor's degree,2,1823,"6,445.00",3.4%
387621,47,Airdrie-Cochrane,University certificate or diploma above bachelor level,2,1824,500.00,3.4%
387622,47,Airdrie-Cochrane,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,225.00,3.4%
387623,47,Airdrie-Cochrane,Master's degree,2,1826,"1,460.00",3.4%
395780,48,Airdrie-East,"No certificate, diploma or degree",2,1814,"2,265.00",3.0%
395781,48,Airdrie-East,Secondary (high) school diploma or equivalency certificate,2,1815,"8,255.00",3.0%
395782,48,Airdrie-East,"Postsecondary certificate, diploma or degree",2,1816,"18,175.00",3.0%
395783,48,Airdrie-East,Apprenticeship or trades certificate or diploma,2,1817,"3,630.00",3.0%
395784,48,Airdrie-East,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,975.00,3.0%
395785,48,Airdrie-East,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,655.00",3.0%
395786,48,Airdrie-East,"College, CEGEP or other non-university certificate or diploma",2,1820,"7,790.00",3.0%
395787,48,Airdrie-East,University certificate or diploma below bachelor level,2,1821,"1,095.00",3.0%
395788,48,Airdrie-East,"University certificate, diploma or degree at bachelor level or above",2,1822,"5,665.00",3.0%
395789,48,Airdrie-East,Bachelor's degree,2,1823,"4,425.00",3.0%
395790,48,Airdrie-East,University certificate or diploma above bachelor level,2,1824,305.00,3.0%
395791,48,Airdrie-East,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,150.00,3.0%
395792,48,Airdrie-East,Master's degree,2,1826,695.00,3.0%
403949,49,Athabasca-Barrhead-Westlock,"No certificate, diploma or degree",2,1814,"3,740.00",5.2%
403950,49,Athabasca-Barrhead-Westlock,Secondary (high) school diploma or equivalency certificate,2,1815,"7,770.00",5.2%
403951,49,Athabasca-Barrhead-Westlock,"Postsecondary certificate, diploma or degree",2,1816,"12,130.00",5.2%
403952,49,Athabasca-Barrhead-Westlock,Apprenticeship or trades certificate or diploma,2,1817,"3,845.00",5.2%
403953,49,Athabasca-Barrhead-Westlock,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,"1,065.00",5.2%
403954,49,Athabasca-Barrhead-Westlock,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,780.00",5.2%
403955,49,Athabasca-Barrhead-Westlock,"College, CEGEP or other non-university certificate or diploma",2,1820,"5,020.00",5.2%
403956,49,Athabasca-Barrhead-Westlock,University certificate or diploma below bachelor level,2,1821,585.00,5.2%
403957,49,Athabasca-Barrhead-Westlock,"University certificate, diploma or degree at bachelor level or above",2,1822,"2,685.00",5.2%
403958,49,Athabasca-Barrhead-Westlock,Bachelor's degree,2,1823,"2,050.00",5.2%
403959,49,Athabasca-Barrhead-Westlock,University certificate or diploma above bachelor level,2,1824,170.00,5.2%
403960,49,Athabasca-Barrhead-Westlock,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,80.00,5.2%
403961,49,Athabasca-Barrhead-Westlock,Master's degree,2,1826,350.00,5.2%
412118,50,Banff-Kananaskis,"No certificate, diploma or degree",2,1814,"1,825.00",10.3%
412119,50,Banff-Kananaskis,Secondary (high) school diploma or equivalency certificate,2,1815,"5,145.00",10.3%
412120,50,Banff-Kananaskis,"Postsecondary certificate, diploma or degree",2,1816,"18,325.00",10.3%
412121,50,Banff-Kananaskis,Apprenticeship or trades certificate or diploma,2,1817,"2,045.00",10.3%
412122,50,Banff-Kananaskis,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,745.00,10.3%
412123,50,Banff-Kananaskis,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"1,305.00",10.3%
412124,50,Banff-Kananaskis,"College, CEGEP or other non-university certificate or diploma",2,1820,"5,485.00",10.3%
412125,50,Banff-Kananaskis,University certificate or diploma below bachelor level,2,1821,905.00,10.3%
412126,50,Banff-Kananaskis,"University certificate, diploma or degree at bachelor level or above",2,1822,"9,890.00",10.3%
412127,50,Banff-Kananaskis,Bachelor's degree,2,1823,"6,855.00",10.3%
412128,50,Banff-Kananaskis,University certificate or diploma above bachelor level,2,1824,585.00,10.3%
412129,50,Banff-Kananaskis,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,365.00,10.3%
412130,50,Banff-Kananaskis,Master's degree,2,1826,"1,770.00",10.3%
420287,51,Bonnyville-Cold Lake-St. Paul,"No certificate, diploma or degree",2,1814,"3,730.00",5.4%
420288,51,Bonnyville-Cold Lake-St. Paul,Secondary (high) school diploma or equivalency certificate,2,1815,"7,305.00",5.4%
420289,51,Bonnyville-Cold Lake-St. Paul,"Postsecondary certificate, diploma or degree",2,1816,"15,330.00",5.4%
420290,51,Bonnyville-Cold Lake-St. Paul,Apprenticeship or trades certificate or diploma,2,1817,"4,250.00",5.4%
420291,51,Bonnyville-Cold Lake-St. Paul,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,"1,180.00",5.4%
420292,51,Bonnyville-Cold Lake-St. Paul,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"3,075.00",5.4%
420293,51,Bonnyville-Cold Lake-St. Paul,"College, CEGEP or other non-university certificate or diploma",2,1820,"6,760.00",5.4%
420294,51,Bonnyville-Cold Lake-St. Paul,University certificate or diploma below bachelor level,2,1821,765.00,5.4%
420295,51,Bonnyville-Cold Lake-St. Paul,"University certificate, diploma or degree at bachelor level or above",2,1822,"3,560.00",5.4%
420296,51,Bonnyville-Cold Lake-St. Paul,Bachelor's degree,2,1823,"2,845.00",5.4%
420297,51,Bonnyville-Cold Lake-St. Paul,University certificate or diploma above bachelor level,2,1824,175.00,5.4%
420298,51,Bonnyville-Cold Lake-St. Paul,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,105.00,5.4%
420299,51,Bonnyville-Cold Lake-St. Paul,Master's degree,2,1826,400.00,5.4%
428456,52,Brooks-Medicine Hat,"No certificate, diploma or degree",2,1814,"4,665.00",4.9%
428457,52,Brooks-Medicine Hat,Secondary (high) school diploma or equivalency certificate,2,1815,"8,695.00",4.9%
428458,52,Brooks-Medicine Hat,"Postsecondary certificate, diploma or degree",2,1816,"13,635.00",4.9%
428459,52,Brooks-Medicine Hat,Apprenticeship or trades certificate or diploma,2,1817,"3,350.00",4.9%
428460,52,Brooks-Medicine Hat,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,870.00,4.9%
428461,52,Brooks-Medicine Hat,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,480.00",4.9%
428462,52,Brooks-Medicine Hat,"College, CEGEP or other non-university certificate or diploma",2,1820,"6,060.00",4.9%
428463,52,Brooks-Medicine Hat,University certificate or diploma below bachelor level,2,1821,650.00,4.9%
428464,52,Brooks-Medicine Hat,"University certificate, diploma or degree at bachelor level or above",2,1822,"3,575.00",4.9%
428465,52,Brooks-Medicine Hat,Bachelor's degree,2,1823,"2,710.00",4.9%
428466,52,Brooks-Medicine Hat,University certificate or diploma above bachelor level,2,1824,180.00,4.9%
428467,52,Brooks-Medicine Hat,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,140.00,4.9%
428468,52,Brooks-Medicine Hat,Master's degree,2,1826,480.00,4.9%
436625,53,Camrose,"No certificate, diploma or degree",2,1814,"2,910.00",4.9%
436626,53,Camrose,Secondary (high) school diploma or equivalency certificate,2,1815,"6,535.00",4.9%
436627,53,Camrose,"Postsecondary certificate, diploma or degree",2,1816,"12,155.00",4.9%
436628,53,Camrose,Apprenticeship or trades certificate or diploma,2,1817,"3,340.00",4.9%
436629,53,Camrose,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,810.00,4.9%
436630,53,Camrose,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,530.00",4.9%
436631,53,Camrose,"College, CEGEP or other non-university certificate or diploma",2,1820,"5,070.00",4.9%
436632,53,Camrose,University certificate or diploma below bachelor level,2,1821,590.00,4.9%
436633,53,Camrose,"University certificate, diploma or degree at bachelor level or above",2,1822,"3,160.00",4.9%
436634,53,Camrose,Bachelor's degree,2,1823,"2,465.00",4.9%
436635,53,Camrose,University certificate or diploma above bachelor level,2,1824,140.00,4.9%
436636,53,Camrose,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,90.00,4.9%
436637,53,Camrose,Master's degree,2,1826,370.00,4.9%
444794,54,Cardston-Siksika,"No certificate, diploma or degree",2,1814,"3,965.00",5.5%
444795,54,Cardston-Siksika,Secondary (high) school diploma or equivalency certificate,2,1815,"5,055.00",5.5%
444796,54,Cardston-Siksika,"Postsecondary certificate, diploma or degree",2,1816,"9,025.00",5.5%
444797,54,Cardston-Siksika,Apprenticeship or trades certificate or diploma,2,1817,"2,165.00",5.5%
444798,54,Cardston-Siksika,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,915.00,5.5%
444799,54,Cardston-Siksika,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"1,250.00",5.5%
444800,54,Cardston-Siksika,"College, CEGEP or other non-university certificate or diploma",2,1820,"4,050.00",5.5%
444801,54,Cardston-Siksika,University certificate or diploma below bachelor level,2,1821,480.00,5.5%
444802,54,Cardston-Siksika,"University certificate, diploma or degree at bachelor level or above",2,1822,"2,330.00",5.5%
444803,54,Cardston-Siksika,Bachelor's degree,2,1823,"1,775.00",5.5%
444804,54,Cardston-Siksika,University certificate or diploma above bachelor level,2,1824,85.00,5.5%
444805,54,Cardston-Siksika,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,125.00,5.5%
444806,54,Cardston-Siksika,Master's degree,2,1826,280.00,5.5%
452963,55,Central Peace-Notley,"No certificate, diploma or degree",2,1814,"3,545.00",5.4%
452964,55,Central Peace-Notley,Secondary (high) school diploma or equivalency certificate,2,1815,"4,160.00",5.4%
452965,55,Central Peace-Notley,"Postsecondary certificate, diploma or degree",2,1816,"6,695.00",5.4%
452966,55,Central Peace-Notley,Apprenticeship or trades certificate or diploma,2,1817,"2,165.00",5.4%
452967,55,Central Peace-Notley,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,565.00,5.4%
452968,55,Central Peace-Notley,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"1,605.00",5.4%
452969,55,Central Peace-Notley,"College, CEGEP or other non-university certificate or diploma",2,1820,"2,950.00",5.4%
452970,55,Central Peace-Notley,University certificate or diploma below bachelor level,2,1821,370.00,5.4%
452971,55,Central Peace-Notley,"University certificate, diploma or degree at bachelor level or above",2,1822,"1,220.00",5.4%
452972,55,Central Peace-Notley,Bachelor's degree,2,1823,"1,045.00",5.4%
452973,55,Central Peace-Notley,University certificate or diploma above bachelor level,2,1824,60.00,5.4%
452974,55,Central Peace-Notley,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,10.00,5.4%
452975,55,Central Peace-Notley,Master's degree,2,1826,85.00,5.4%
461132,56,Chestermere-Strathmore,"No certificate, diploma or degree",2,1814,"3,195.00",3.5%
461133,56,Chestermere-Strathmore,Secondary (high) school diploma or equivalency certificate,2,1815,"7,675.00",3.5%
461134,56,Chestermere-Strathmore,"Postsecondary certificate, diploma or degree",2,1816,"15,630.00",3.5%
461135,56,Chestermere-Strathmore,Apprenticeship or trades certificate or diploma,2,1817,"3,100.00",3.5%
461136,56,Chestermere-Strathmore,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,905.00,3.5%
461137,56,Chestermere-Strathmore,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,195.00",3.5%
461138,56,Chestermere-Strathmore,"College, CEGEP or other non-university certificate or diploma",2,1820,"6,615.00",3.5%
461139,56,Chestermere-Strathmore,University certificate or diploma below bachelor level,2,1821,875.00,3.5%
461140,56,Chestermere-Strathmore,"University certificate, diploma or degree at bachelor level or above",2,1822,"5,035.00",3.5%
461141,56,Chestermere-Strathmore,Bachelor's degree,2,1823,"3,950.00",3.5%
461142,56,Chestermere-Strathmore,University certificate or diploma above bachelor level,2,1824,225.00,3.5%
461143,56,Chestermere-Strathmore,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,140.00,3.5%
461144,56,Chestermere-Strathmore,Master's degree,2,1826,700.00,3.5%
469301,57,Cypress-Medicine Hat,"No certificate, diploma or degree",2,1814,"3,720.00",4.4%
469302,57,Cypress-Medicine Hat,Secondary (high) school diploma or equivalency certificate,2,1815,"7,990.00",4.4%
469303,57,Cypress-Medicine Hat,"Postsecondary certificate, diploma or degree",2,1816,"14,680.00",4.4%
469304,57,Cypress-Medicine Hat,Apprenticeship or trades certificate or diploma,2,1817,"3,115.00",4.4%
469305,57,Cypress-Medicine Hat,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,830.00,4.4%
469306,57,Cypress-Medicine Hat,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,285.00",4.4%
469307,57,Cypress-Medicine Hat,"College, CEGEP or other non-university certificate or diploma",2,1820,"7,040.00",4.4%
469308,57,Cypress-Medicine Hat,University certificate or diploma below bachelor level,2,1821,570.00,4.4%
469309,57,Cypress-Medicine Hat,"University certificate, diploma or degree at bachelor level or above",2,1822,"3,955.00",4.4%
469310,57,Cypress-Medicine Hat,Bachelor's degree,2,1823,"2,945.00",4.4%
469311,57,Cypress-Medicine Hat,University certificate or diploma above bachelor level,2,1824,165.00,4.4%
469312,57,Cypress-Medicine Hat,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,140.00,4.4%
469313,57,Cypress-Medicine Hat,Master's degree,2,1826,645.00,4.4%
477470,58,Drayton Valley-Devon,"No certificate, diploma or degree",2,1814,"3,800.00",3.8%
477471,58,Drayton Valley-Devon,Secondary (high) school diploma or equivalency certificate,2,1815,"7,880.00",3.8%
477472,58,Drayton Valley-Devon,"Postsecondary certificate, diploma or degree",2,1816,"13,760.00",3.8%
477473,58,Drayton Valley-Devon,Apprenticeship or trades certificate or diploma,2,1817,"4,355.00",3.8%
477474,58,Drayton Valley-Devon,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,"1,030.00",3.8%
477475,58,Drayton Valley-Devon,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"3,325.00",3.8%
477476,58,Drayton Valley-Devon,"College, CEGEP or other non-university certificate or diploma",2,1820,"5,990.00",3.8%
477477,58,Drayton Valley-Devon,University certificate or diploma below bachelor level,2,1821,605.00,3.8%
477478,58,Drayton Valley-Devon,"University certificate, diploma or degree at bachelor level or above",2,1822,"2,805.00",3.8%
477479,58,Drayton Valley-Devon,Bachelor's degree,2,1823,"2,180.00",3.8%
477480,58,Drayton Valley-Devon,University certificate or diploma above bachelor level,2,1824,150.00,3.8%
477481,58,Drayton Valley-Devon,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,55.00,3.8%
477482,58,Drayton Valley-Devon,Master's degree,2,1826,360.00,3.8%
485639,59,Drumheller-Stettler,"No certificate, diploma or degree",2,1814,"2,790.00",6.0%
485640,59,Drumheller-Stettler,Secondary (high) school diploma or equivalency certificate,2,1815,"6,700.00",6.0%
485641,59,Drumheller-Stettler,"Postsecondary certificate, diploma or degree",2,1816,"10,595.00",6.0%
485642,59,Drumheller-Stettler,Apprenticeship or trades certificate or diploma,2,1817,"2,925.00",6.0%
485643,59,Drumheller-Stettler,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,795.00,6.0%
485644,59,Drumheller-Stettler,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,130.00",6.0%
485645,59,Drumheller-Stettler,"College, CEGEP or other non-university certificate or diploma",2,1820,"4,965.00",6.0%
485646,59,Drumheller-Stettler,University certificate or diploma below bachelor level,2,1821,395.00,6.0%
485647,59,Drumheller-Stettler,"University certificate, diploma or degree at bachelor level or above",2,1822,"2,310.00",6.0%
485648,59,Drumheller-Stettler,Bachelor's degree,2,1823,"1,865.00",6.0%
485649,59,Drumheller-Stettler,University certificate or diploma above bachelor level,2,1824,150.00,6.0%
485650,59,Drumheller-Stettler,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,80.00,6.0%
485651,59,Drumheller-Stettler,Master's degree,2,1826,195.00,6.0%
493808,60,Fort McMurray-Lac La Biche,"No certificate, diploma or degree",2,1814,"3,625.00",13.5%
493809,60,Fort McMurray-Lac La Biche,Secondary (high) school diploma or equivalency certificate,2,1815,"7,995.00",13.5%
493810,60,Fort McMurray-Lac La Biche,"Postsecondary certificate, diploma or degree",2,1816,"16,305.00",13.5%
493811,60,Fort McMurray-Lac La Biche,Apprenticeship or trades certificate or diploma,2,1817,"4,220.00",13.5%
493812,60,Fort McMurray-Lac La Biche,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,"1,470.00",13.5%
493813,60,Fort McMurray-Lac La Biche,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,750.00",13.5%
493814,60,Fort McMurray-Lac La Biche,"College, CEGEP or other non-university certificate or diploma",2,1820,"6,935.00",13.5%
493815,60,Fort McMurray-Lac La Biche,University certificate or diploma below bachelor level,2,1821,730.00,13.5%
493816,60,Fort McMurray-Lac La Biche,"University certificate, diploma or degree at bachelor level or above",2,1822,"4,415.00",13.5%
493817,60,Fort McMurray-Lac La Biche,Bachelor's degree,2,1823,"3,240.00",13.5%
493818,60,Fort McMurray-Lac La Biche,University certificate or diploma above bachelor level,2,1824,265.00,13.5%
493819,60,Fort McMurray-Lac La Biche,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,110.00,13.5%
493820,60,Fort McMurray-Lac La Biche,Master's degree,2,1826,720.00,13.5%
501977,61,Fort McMurray-Wood Buffalo,"No certificate, diploma or degree",2,1814,"1,630.00",13.1%
501978,61,Fort McMurray-Wood Buffalo,Secondary (high) school diploma or equivalency certificate,2,1815,"6,620.00",13.1%
501979,61,Fort McMurray-Wood Buffalo,"Postsecondary certificate, diploma or degree",2,1816,"18,255.00",13.1%
501980,61,Fort McMurray-Wood Buffalo,Apprenticeship or trades certificate or diploma,2,1817,"4,110.00",13.1%
501981,61,Fort McMurray-Wood Buffalo,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,"1,420.00",13.1%
501982,61,Fort McMurray-Wood Buffalo,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,685.00",13.1%
501983,61,Fort McMurray-Wood Buffalo,"College, CEGEP or other non-university certificate or diploma",2,1820,"6,820.00",13.1%
501984,61,Fort McMurray-Wood Buffalo,University certificate or diploma below bachelor level,2,1821,745.00,13.1%
501985,61,Fort McMurray-Wood Buffalo,"University certificate, diploma or degree at bachelor level or above",2,1822,"6,580.00",13.1%
501986,61,Fort McMurray-Wood Buffalo,Bachelor's degree,2,1823,"4,830.00",13.1%
501987,61,Fort McMurray-Wood Buffalo,University certificate or diploma above bachelor level,2,1824,220.00,13.1%
501988,61,Fort McMurray-Wood Buffalo,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,110.00,13.1%
501989,61,Fort McMurray-Wood Buffalo,Master's degree,2,1826,"1,300.00",13.1%
510146,62,Fort Saskatchewan-Vegreville,"No certificate, diploma or degree",2,1814,"3,605.00",4.5%
510147,62,Fort Saskatchewan-Vegreville,Secondary (high) school diploma or equivalency certificate,2,1815,"7,660.00",4.5%
510148,62,Fort Saskatchewan-Vegreville,"Postsecondary certificate, diploma or degree",2,1816,"15,965.00",4.5%
510149,62,Fort Saskatchewan-Vegreville,Apprenticeship or trades certificate or diploma,2,1817,"4,395.00",4.5%
510150,62,Fort Saskatchewan-Vegreville,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,"1,005.00",4.5%
510151,62,Fort Saskatchewan-Vegreville,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"3,390.00",4.5%
510152,62,Fort Saskatchewan-Vegreville,"College, CEGEP or other non-university certificate or diploma",2,1820,"7,165.00",4.5%
510153,62,Fort Saskatchewan-Vegreville,University certificate or diploma below bachelor level,2,1821,755.00,4.5%
510154,62,Fort Saskatchewan-Vegreville,"University certificate, diploma or degree at bachelor level or above",2,1822,"3,640.00",4.5%
510155,62,Fort Saskatchewan-Vegreville,Bachelor's degree,2,1823,"2,860.00",4.5%
510156,62,Fort Saskatchewan-Vegreville,University certificate or diploma above bachelor level,2,1824,205.00,4.5%
510157,62,Fort Saskatchewan-Vegreville,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,70.00,4.5%
510158,62,Fort Saskatchewan-Vegreville,Master's degree,2,1826,450.00,4.5%
518315,63,Grande Prairie,"No certificate, diploma or degree",2,1814,"3,655.00",4.7%
518316,63,Grande Prairie,Secondary (high) school diploma or equivalency certificate,2,1815,"8,355.00",4.7%
518317,63,Grande Prairie,"Postsecondary certificate, diploma or degree",2,1816,"14,620.00",4.7%
518318,63,Grande Prairie,Apprenticeship or trades certificate or diploma,2,1817,"3,375.00",4.7%
518319,63,Grande Prairie,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,835.00,4.7%
518320,63,Grande Prairie,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,545.00",4.7%
518321,63,Grande Prairie,"College, CEGEP or other non-university certificate or diploma",2,1820,"5,940.00",4.7%
518322,63,Grande Prairie,University certificate or diploma below bachelor level,2,1821,740.00,4.7%
518323,63,Grande Prairie,"University certificate, diploma or degree at bachelor level or above",2,1822,"4,555.00",4.7%
518324,63,Grande Prairie,Bachelor's degree,2,1823,"3,485.00",4.7%
